Processing problem size: 100
Please wait, computing 10000 TSP100 instances...
[1/10000] Instance: TSP100_0, dim: 100, BKS: 7.4015, NN cost: 9.1535, GAP: 23.6711%
[8794/10000] Instance: TSP100_8793, dim: 100, BKS: 7.8862, NN cost: 9.4347, GAP: 19.6351%
[8795/10000] Instance: TSP100_8794, dim: 100, BKS: 7.7264, NN cost: 9.0091, GAP: 16.6015%
[8796/10000] Instance: TSP100_8795, dim: 100, BKS: 7.6144, NN cost: 9.9937, GAP: 31.2472%
[8797/10000] Instance: TSP100_8796, dim: 100, BKS: 7.5590, NN cost: 9.6277, GAP: 27.3674%
[8798/10000] Instance: TSP100_8797, dim: 100, BKS: 7.6842, NN cost: 9.5991, GAP: 24.9199%
[8799/10000] Instance: TSP100_8798, dim: 100, BKS: 7.5666, NN cost: 8.6296, GAP: 14.0488%
[8800/10000] Instance: TSP100_8799, dim: 100, BKS: 7.9911, NN cost: 9.2791, GAP: 16.1176%
[8801/10000] Instance: TSP100_8800, dim: 100, BKS: 7.8209, NN cost: 9.5420, GAP: 22.0066%
[8802/10000] Instance: TSP100_8801, dim: 100, BKS: 7.2489, NN cost: 8.7613, GAP: 20.8643%
[8803/10000] Instance: TSP100_8802, dim: 100, BKS: 7.3978, NN cost: 9.1923, GAP: 24.2569%
[8804/10000] Instance: TSP100_8803, dim: 100, BKS: 7.8063, NN cost: 9.4213, GAP: 20.6895%
[8805/10000] Instance: TSP100_8804, dim: 100, BKS: 7.7653, NN cost: 9.4016, GAP: 21.0720%
[8806/10000] Instance: TSP100_8805, dim: 100, BKS: 7.9106, NN cost: 9.6145, GAP: 21.5400%
[8807/10000] Instance: TSP100_8806, dim: 100, BKS: 8.0457, NN cost: 9.1274, GAP: 13.4437%
[8808/10000] Instance: TSP100_8807, dim: 100, BKS: 7.9576, NN cost: 9.5416, GAP: 19.9060%
[8809/10000] Instance: TSP100_8808, dim: 100, BKS: 7.5084, NN cost: 9.6365, GAP: 28.3415%
[8810/10000] Instance: TSP100_8809, dim: 100, BKS: 7.9710, NN cost: 10.7279, GAP: 34.5864%
[8811/10000] Instance: TSP100_8810, dim: 100, BKS: 7.3113, NN cost: 9.2745, GAP: 26.8520%
[8812/10000] Instance: TSP100_8811, dim: 100, BKS: 7.6607, NN cost: 10.4121, GAP: 35.9147%
[8813/10000] Instance: TSP100_8812, dim: 100, BKS: 8.1140, NN cost: 9.9815, GAP: 23.0159%
[8814/10000] Instance: TSP100_8813, dim: 100, BKS: 7.9377, NN cost: 9.4115, GAP: 18.5662%
[8815/10000] Instance: TSP100_8814, dim: 100, BKS: 8.1160, NN cost: 9.5966, GAP: 18.2441%
[8816/10000] Instance: TSP100_8815, dim: 100, BKS: 7.6487, NN cost: 9.5221, GAP: 24.4926%
[8817/10000] Instance: TSP100_8816, dim: 100, BKS: 7.7070, NN cost: 9.2414, GAP: 19.9096%
[8818/10000] Instance: TSP100_8817, dim: 100, BKS: 7.9806, NN cost: 9.5504, GAP: 19.6707%
[8819/10000] Instance: TSP100_8818, dim: 100, BKS: 7.7893, NN cost: 8.9788, GAP: 15.2709%
[8820/10000] Instance: TSP100_8819, dim: 100, BKS: 7.7435, NN cost: 10.1453, GAP: 31.0179%
[8821/10000] Instance: TSP100_8820, dim: 100, BKS: 7.9428, NN cost: 10.1462, GAP: 27.7401%
[8822/10000] Instance: TSP100_8821, dim: 100, BKS: 7.7834, NN cost: 9.4905, GAP: 21.9329%
[8823/10000] Instance: TSP100_8822, dim: 100, BKS: 7.3321, NN cost: 9.3813, GAP: 27.9486%
[8824/10000] Instance: TSP100_8823, dim: 100, BKS: 7.3357, NN cost: 8.9309, GAP: 21.7462%
[8825/10000] Instance: TSP100_8824, dim: 100, BKS: 7.9611, NN cost: 9.3914, GAP: 17.9649%
[8826/10000] Instance: TSP100_8825, dim: 100, BKS: 7.9874, NN cost: 9.5680, GAP: 19.7879%
[8827/10000] Instance: TSP100_8826, dim: 100, BKS: 7.6335, NN cost: 9.9036, GAP: 29.7387%
[8828/10000] Instance: TSP100_8827, dim: 100, BKS: 8.2159, NN cost: 9.6985, GAP: 18.0453%
[8829/10000] Instance: TSP100_8828, dim: 100, BKS: 8.0380, NN cost: 9.2786, GAP: 15.4344%
[8830/10000] Instance: TSP100_8829, dim: 100, BKS: 8.2083, NN cost: 11.4501, GAP: 39.4936%
[8831/10000] Instance: TSP100_8830, dim: 100, BKS: 8.0906, NN cost: 11.1220, GAP: 37.4680%
[8832/10000] Instance: TSP100_8831, dim: 100, BKS: 7.8086, NN cost: 9.4301, GAP: 20.7650%
[8833/10000] Instance: TSP100_8832, dim: 100, BKS: 8.0062, NN cost: 9.7990, GAP: 22.3938%
[8834/10000] Instance: TSP100_8833, dim: 100, BKS: 7.5943, NN cost: 9.4506, GAP: 24.4431%
[8835/10000] Instance: TSP100_8834, dim: 100, BKS: 7.6919, NN cost: 9.6795, GAP: 25.8400%
[8836/10000] Instance: TSP100_8835, dim: 100, BKS: 7.7111, NN cost: 10.6713, GAP: 38.3890%
[8837/10000] Instance: TSP100_8836, dim: 100, BKS: 7.9036, NN cost: 10.4997, GAP: 32.8468%
[8838/10000] Instance: TSP100_8837, dim: 100, BKS: 7.9287, NN cost: 10.2512, GAP: 29.2911%
[8839/10000] Instance: TSP100_8838, dim: 100, BKS: 8.0517, NN cost: 10.6656, GAP: 32.4646%
[8840/10000] Instance: TSP100_8839, dim: 100, BKS: 7.5407, NN cost: 9.1352, GAP: 21.1458%
[8841/10000] Instance: TSP100_8840, dim: 100, BKS: 8.2937, NN cost: 9.5712, GAP: 15.4033%
[8842/10000] Instance: TSP100_8841, dim: 100, BKS: 7.6623, NN cost: 9.3958, GAP: 22.6230%
[8843/10000] Instance: TSP100_8842, dim: 100, BKS: 7.3410, NN cost: 9.1179, GAP: 24.2048%
[8844/10000] Instance: TSP100_8843, dim: 100, BKS: 8.0976, NN cost: 9.6763, GAP: 19.4952%
[8845/10000] Instance: TSP100_8844, dim: 100, BKS: 7.6969, NN cost: 9.5513, GAP: 24.0931%
[8846/10000] Instance: TSP100_8845, dim: 100, BKS: 7.9365, NN cost: 10.2530, GAP: 29.1877%
[8847/10000] Instance: TSP100_8846, dim: 100, BKS: 7.4622, NN cost: 10.2877, GAP: 37.8642%
[8848/10000] Instance: TSP100_8847, dim: 100, BKS: 7.7885, NN cost: 9.6623, GAP: 24.0581%
[8849/10000] Instance: TSP100_8848, dim: 100, BKS: 7.7993, NN cost: 9.7499, GAP: 25.0111%
[8850/10000] Instance: TSP100_8849, dim: 100, BKS: 7.8567, NN cost: 10.6755, GAP: 35.8784%
[8851/10000] Instance: TSP100_8850, dim: 100, BKS: 7.9650, NN cost: 9.6667, GAP: 21.3650%
[8852/10000] Instance: TSP100_8851, dim: 100, BKS: 7.9382, NN cost: 9.7519, GAP: 22.8490%
[8853/10000] Instance: TSP100_8852, dim: 100, BKS: 7.4852, NN cost: 9.5048, GAP: 26.9802%
[8854/10000] Instance: TSP100_8853, dim: 100, BKS: 7.4187, NN cost: 9.7328, GAP: 31.1932%
[8855/10000] Instance: TSP100_8854, dim: 100, BKS: 7.9487, NN cost: 9.5677, GAP: 20.3674%
[8856/10000] Instance: TSP100_8855, dim: 100, BKS: 7.9849, NN cost: 9.5900, GAP: 20.1012%
[8857/10000] Instance: TSP100_8856, dim: 100, BKS: 7.8611, NN cost: 10.3350, GAP: 31.4707%
[8858/10000] Instance: TSP100_8857, dim: 100, BKS: 8.0997, NN cost: 10.3971, GAP: 28.3628%
[8859/10000] Instance: TSP100_8858, dim: 100, BKS: 7.8212, NN cost: 9.4397, GAP: 20.6932%
[8860/10000] Instance: TSP100_8859, dim: 100, BKS: 7.5988, NN cost: 8.8830, GAP: 16.9009%
[8861/10000] Instance: TSP100_8860, dim: 100, BKS: 7.9835, NN cost: 10.4532, GAP: 30.9354%
[8862/10000] Instance: TSP100_8861, dim: 100, BKS: 7.6902, NN cost: 10.5339, GAP: 36.9784%
[8863/10000] Instance: TSP100_8862, dim: 100, BKS: 7.8709, NN cost: 10.2937, GAP: 30.7807%
[8864/10000] Instance: TSP100_8863, dim: 100, BKS: 7.8634, NN cost: 9.4862, GAP: 20.6370%
[8865/10000] Instance: TSP100_8864, dim: 100, BKS: 7.6920, NN cost: 9.9184, GAP: 28.9448%
[8866/10000] Instance: TSP100_8865, dim: 100, BKS: 7.7735, NN cost: 9.5212, GAP: 22.4830%
[8867/10000] Instance: TSP100_8866, dim: 100, BKS: 7.6940, NN cost: 9.5256, GAP: 23.8054%
[8868/10000] Instance: TSP100_8867, dim: 100, BKS: 7.6825, NN cost: 8.6983, GAP: 13.2227%
[8869/10000] Instance: TSP100_8868, dim: 100, BKS: 7.7571, NN cost: 9.7323, GAP: 25.4629%
[8870/10000] Instance: TSP100_8869, dim: 100, BKS: 7.6666, NN cost: 10.1757, GAP: 32.7284%
[8871/10000] Instance: TSP100_8870, dim: 100, BKS: 7.4688, NN cost: 9.7634, GAP: 30.7225%
[8872/10000] Instance: TSP100_8871, dim: 100, BKS: 7.6739, NN cost: 10.1639, GAP: 32.4486%
[8873/10000] Instance: TSP100_8872, dim: 100, BKS: 7.9606, NN cost: 9.7443, GAP: 22.4065%
[8874/10000] Instance: TSP100_8873, dim: 100, BKS: 8.2473, NN cost: 9.9776, GAP: 20.9802%
[8875/10000] Instance: TSP100_8874, dim: 100, BKS: 7.6329, NN cost: 9.4550, GAP: 23.8719%
[8876/10000] Instance: TSP100_8875, dim: 100, BKS: 7.7970, NN cost: 9.9636, GAP: 27.7875%
[8877/10000] Instance: TSP100_8876, dim: 100, BKS: 7.8830, NN cost: 10.1055, GAP: 28.1931%
[8878/10000] Instance: TSP100_8877, dim: 100, BKS: 7.6916, NN cost: 9.3281, GAP: 21.2774%
[8879/10000] Instance: TSP100_8878, dim: 100, BKS: 7.9315, NN cost: 10.6345, GAP: 34.0795%
[8880/10000] Instance: TSP100_8879, dim: 100, BKS: 7.9660, NN cost: 9.6557, GAP: 21.2113%
[8881/10000] Instance: TSP100_8880, dim: 100, BKS: 8.0585, NN cost: 9.6155, GAP: 19.3214%
[8882/10000] Instance: TSP100_8881, dim: 100, BKS: 7.7551, NN cost: 10.1234, GAP: 30.5397%
[8883/10000] Instance: TSP100_8882, dim: 100, BKS: 7.7754, NN cost: 9.8394, GAP: 26.5457%
[8884/10000] Instance: TSP100_8883, dim: 100, BKS: 7.7004, NN cost: 9.3083, GAP: 20.8801%
[8885/10000] Instance: TSP100_8884, dim: 100, BKS: 7.8962, NN cost: 10.6075, GAP: 34.3371%
[8886/10000] Instance: TSP100_8885, dim: 100, BKS: 7.8777, NN cost: 9.5407, GAP: 21.1092%
[8887/10000] Instance: TSP100_8886, dim: 100, BKS: 7.6530, NN cost: 8.9222, GAP: 16.5850%
[8888/10000] Instance: TSP100_8887, dim: 100, BKS: 8.0135, NN cost: 9.6402, GAP: 20.2990%
[8889/10000] Instance: TSP100_8888, dim: 100, BKS: 7.9154, NN cost: 10.0311, GAP: 26.7298%
[8890/10000] Instance: TSP100_8889, dim: 100, BKS: 7.5905, NN cost: 9.0995, GAP: 19.8799%
[8891/10000] Instance: TSP100_8890, dim: 100, BKS: 7.5280, NN cost: 10.2374, GAP: 35.9916%
[8892/10000] Instance: TSP100_8891, dim: 100, BKS: 8.5918, NN cost: 10.8661, GAP: 26.4709%
[8893/10000] Instance: TSP100_8892, dim: 100, BKS: 7.4928, NN cost: 10.2318, GAP: 36.5561%
[8894/10000] Instance: TSP100_8893, dim: 100, BKS: 7.4703, NN cost: 9.8263, GAP: 31.5394%
[8895/10000] Instance: TSP100_8894, dim: 100, BKS: 7.9456, NN cost: 9.1847, GAP: 15.5946%
[8896/10000] Instance: TSP100_8895, dim: 100, BKS: 7.5842, NN cost: 8.9847, GAP: 18.4663%
[8897/10000] Instance: TSP100_8896, dim: 100, BKS: 7.8153, NN cost: 9.8324, GAP: 25.8103%
[8898/10000] Instance: TSP100_8897, dim: 100, BKS: 7.8149, NN cost: 10.3927, GAP: 32.9863%
[8899/10000] Instance: TSP100_8898, dim: 100, BKS: 7.7493, NN cost: 9.4637, GAP: 22.1234%
[8900/10000] Instance: TSP100_8899, dim: 100, BKS: 7.8663, NN cost: 9.8263, GAP: 24.9171%
[8901/10000] Instance: TSP100_8900, dim: 100, BKS: 7.8216, NN cost: 9.6552, GAP: 23.4430%
[8902/10000] Instance: TSP100_8901, dim: 100, BKS: 7.6255, NN cost: 9.8061, GAP: 28.5964%
[8903/10000] Instance: TSP100_8902, dim: 100, BKS: 7.7334, NN cost: 10.4767, GAP: 35.4740%
[8904/10000] Instance: TSP100_8903, dim: 100, BKS: 7.9640, NN cost: 10.5054, GAP: 31.9116%
[8905/10000] Instance: TSP100_8904, dim: 100, BKS: 7.7311, NN cost: 10.0773, GAP: 30.3472%
[8906/10000] Instance: TSP100_8905, dim: 100, BKS: 8.0362, NN cost: 11.5239, GAP: 43.4006%
[8907/10000] Instance: TSP100_8906, dim: 100, BKS: 8.0335, NN cost: 10.0158, GAP: 24.6749%
[8908/10000] Instance: TSP100_8907, dim: 100, BKS: 7.2130, NN cost: 8.9176, GAP: 23.6318%
[8909/10000] Instance: TSP100_8908, dim: 100, BKS: 7.6382, NN cost: 8.8814, GAP: 16.2766%
[8910/10000] Instance: TSP100_8909, dim: 100, BKS: 7.8312, NN cost: 10.0566, GAP: 28.4170%
[8911/10000] Instance: TSP100_8910, dim: 100, BKS: 7.9775, NN cost: 11.4459, GAP: 43.4777%
[8912/10000] Instance: TSP100_8911, dim: 100, BKS: 7.9456, NN cost: 10.1496, GAP: 27.7380%
[8913/10000] Instance: TSP100_8912, dim: 100, BKS: 7.8525, NN cost: 9.1523, GAP: 16.5527%
[8914/10000] Instance: TSP100_8913, dim: 100, BKS: 7.4272, NN cost: 8.9530, GAP: 20.5428%
[8915/10000] Instance: TSP100_8914, dim: 100, BKS: 7.7084, NN cost: 9.1244, GAP: 18.3705%
[8916/10000] Instance: TSP100_8915, dim: 100, BKS: 7.7220, NN cost: 9.8477, GAP: 27.5275%
[8917/10000] Instance: TSP100_8916, dim: 100, BKS: 7.6878, NN cost: 9.5157, GAP: 23.7771%
[8918/10000] Instance: TSP100_8917, dim: 100, BKS: 7.2021, NN cost: 8.5852, GAP: 19.2038%
[8919/10000] Instance: TSP100_8918, dim: 100, BKS: 7.5693, NN cost: 9.0860, GAP: 20.0378%
[8920/10000] Instance: TSP100_8919, dim: 100, BKS: 7.6183, NN cost: 9.1682, GAP: 20.3446%
[8921/10000] Instance: TSP100_8920, dim: 100, BKS: 7.5405, NN cost: 8.6748, GAP: 15.0421%
[8922/10000] Instance: TSP100_8921, dim: 100, BKS: 7.3127, NN cost: 9.1475, GAP: 25.0918%
[8923/10000] Instance: TSP100_8922, dim: 100, BKS: 7.6075, NN cost: 9.3909, GAP: 23.4433%
[8924/10000] Instance: TSP100_8923, dim: 100, BKS: 7.6878, NN cost: 9.6919, GAP: 26.0688%
[8925/10000] Instance: TSP100_8924, dim: 100, BKS: 7.8024, NN cost: 10.2376, GAP: 31.2109%
[8926/10000] Instance: TSP100_8925, dim: 100, BKS: 7.8556, NN cost: 9.5209, GAP: 21.1987%
[8927/10000] Instance: TSP100_8926, dim: 100, BKS: 7.8378, NN cost: 8.9932, GAP: 14.7414%
[8928/10000] Instance: TSP100_8927, dim: 100, BKS: 7.7564, NN cost: 10.3081, GAP: 32.8977%
[8929/10000] Instance: TSP100_8928, dim: 100, BKS: 8.0730, NN cost: 10.2446, GAP: 26.8989%
[8930/10000] Instance: TSP100_8929, dim: 100, BKS: 7.7953, NN cost: 8.7184, GAP: 11.8415%
[8931/10000] Instance: TSP100_8930, dim: 100, BKS: 7.8319, NN cost: 10.3633, GAP: 32.3217%
[8932/10000] Instance: TSP100_8931, dim: 100, BKS: 7.5246, NN cost: 9.7317, GAP: 29.3329%
[8933/10000] Instance: TSP100_8932, dim: 100, BKS: 7.6237, NN cost: 9.0891, GAP: 19.2214%
[8934/10000] Instance: TSP100_8933, dim: 100, BKS: 7.8703, NN cost: 10.4209, GAP: 32.4069%
[8935/10000] Instance: TSP100_8934, dim: 100, BKS: 7.8718, NN cost: 9.9913, GAP: 26.9247%
[8936/10000] Instance: TSP100_8935, dim: 100, BKS: 7.9348, NN cost: 9.0427, GAP: 13.9620%
[8937/10000] Instance: TSP100_8936, dim: 100, BKS: 7.5164, NN cost: 10.2120, GAP: 35.8623%
[8938/10000] Instance: TSP100_8937, dim: 100, BKS: 7.8349, NN cost: 9.8144, GAP: 25.2646%
[8939/10000] Instance: TSP100_8938, dim: 100, BKS: 7.9638, NN cost: 9.5213, GAP: 19.5578%
[8940/10000] Instance: TSP100_8939, dim: 100, BKS: 8.0483, NN cost: 9.3866, GAP: 16.6280%
[8941/10000] Instance: TSP100_8940, dim: 100, BKS: 7.7557, NN cost: 9.5611, GAP: 23.2791%
[8942/10000] Instance: TSP100_8941, dim: 100, BKS: 7.4916, NN cost: 8.9258, GAP: 19.1435%
[8943/10000] Instance: TSP100_8942, dim: 100, BKS: 7.9640, NN cost: 9.1207, GAP: 14.5247%
[8944/10000] Instance: TSP100_8943, dim: 100, BKS: 7.8858, NN cost: 10.1395, GAP: 28.5795%
[8945/10000] Instance: TSP100_8944, dim: 100, BKS: 7.4925, NN cost: 8.9454, GAP: 19.3917%
[8946/10000] Instance: TSP100_8945, dim: 100, BKS: 7.4642, NN cost: 9.4039, GAP: 25.9863%
[8947/10000] Instance: TSP100_8946, dim: 100, BKS: 8.0611, NN cost: 10.0714, GAP: 24.9380%
[8948/10000] Instance: TSP100_8947, dim: 100, BKS: 7.9479, NN cost: 9.6391, GAP: 21.2777%
[8949/10000] Instance: TSP100_8948, dim: 100, BKS: 7.5607, NN cost: 10.4619, GAP: 38.3718%
[8950/10000] Instance: TSP100_8949, dim: 100, BKS: 7.8371, NN cost: 9.8530, GAP: 25.7231%
[8951/10000] Instance: TSP100_8950, dim: 100, BKS: 7.6381, NN cost: 9.9657, GAP: 30.4735%
[8952/10000] Instance: TSP100_8951, dim: 100, BKS: 7.6811, NN cost: 9.7494, GAP: 26.9278%
[8953/10000] Instance: TSP100_8952, dim: 100, BKS: 7.1855, NN cost: 10.2228, GAP: 42.2699%
[8954/10000] Instance: TSP100_8953, dim: 100, BKS: 7.7183, NN cost: 9.6272, GAP: 24.7323%
[8955/10000] Instance: TSP100_8954, dim: 100, BKS: 7.8418, NN cost: 10.2974, GAP: 31.3141%
[8956/10000] Instance: TSP100_8955, dim: 100, BKS: 7.5183, NN cost: 8.9734, GAP: 19.3534%
[8957/10000] Instance: TSP100_8956, dim: 100, BKS: 7.7265, NN cost: 10.6674, GAP: 38.0635%
[8958/10000] Instance: TSP100_8957, dim: 100, BKS: 8.0509, NN cost: 10.0689, GAP: 25.0653%
[8959/10000] Instance: TSP100_8958, dim: 100, BKS: 7.4455, NN cost: 8.9653, GAP: 20.4126%
[8960/10000] Instance: TSP100_8959, dim: 100, BKS: 8.1870, NN cost: 9.6337, GAP: 17.6699%
[8961/10000] Instance: TSP100_8960, dim: 100, BKS: 7.7021, NN cost: 9.6412, GAP: 25.1765%
[8962/10000] Instance: TSP100_8961, dim: 100, BKS: 7.8444, NN cost: 9.2500, GAP: 17.9189%
[8963/10000] Instance: TSP100_8962, dim: 100, BKS: 7.8727, NN cost: 9.8397, GAP: 24.9857%
[8964/10000] Instance: TSP100_8963, dim: 100, BKS: 8.0406, NN cost: 10.1273, GAP: 25.9521%
[8965/10000] Instance: TSP100_8964, dim: 100, BKS: 8.0144, NN cost: 10.1008, GAP: 26.0330%
[8966/10000] Instance: TSP100_8965, dim: 100, BKS: 7.9303, NN cost: 9.8468, GAP: 24.1675%
[8967/10000] Instance: TSP100_8966, dim: 100, BKS: 7.9551, NN cost: 10.0564, GAP: 26.4154%
[8968/10000] Instance: TSP100_8967, dim: 100, BKS: 7.6509, NN cost: 9.2473, GAP: 20.8643%
[8969/10000] Instance: TSP100_8968, dim: 100, BKS: 7.7738, NN cost: 9.3818, GAP: 20.6850%
[8970/10000] Instance: TSP100_8969, dim: 100, BKS: 7.6448, NN cost: 9.6462, GAP: 26.1788%
[8971/10000] Instance: TSP100_8970, dim: 100, BKS: 7.7904, NN cost: 10.3854, GAP: 33.3112%
[8972/10000] Instance: TSP100_8971, dim: 100, BKS: 7.9498, NN cost: 10.3887, GAP: 30.6784%
[8973/10000] Instance: TSP100_8972, dim: 100, BKS: 7.7688, NN cost: 10.4907, GAP: 35.0357%
[8974/10000] Instance: TSP100_8973, dim: 100, BKS: 7.6900, NN cost: 10.1331, GAP: 31.7700%
[8975/10000] Instance: TSP100_8974, dim: 100, BKS: 7.7698, NN cost: 10.4012, GAP: 33.8669%
[8976/10000] Instance: TSP100_8975, dim: 100, BKS: 8.1519, NN cost: 9.6594, GAP: 18.4935%
[8977/10000] Instance: TSP100_8976, dim: 100, BKS: 7.8354, NN cost: 9.5722, GAP: 22.1653%
[8978/10000] Instance: TSP100_8977, dim: 100, BKS: 7.9675, NN cost: 9.7436, GAP: 22.2926%
[8979/10000] Instance: TSP100_8978, dim: 100, BKS: 7.7073, NN cost: 10.0610, GAP: 30.5376%
[8980/10000] Instance: TSP100_8979, dim: 100, BKS: 7.7728, NN cost: 10.0727, GAP: 29.5886%
[8981/10000] Instance: TSP100_8980, dim: 100, BKS: 7.6211, NN cost: 9.7262, GAP: 27.6213%
[8982/10000] Instance: TSP100_8981, dim: 100, BKS: 7.9447, NN cost: 9.4272, GAP: 18.6600%
[8983/10000] Instance: TSP100_8982, dim: 100, BKS: 7.7926, NN cost: 9.6707, GAP: 24.1015%
[8984/10000] Instance: TSP100_8983, dim: 100, BKS: 7.4954, NN cost: 9.5374, GAP: 27.2431%
[8985/10000] Instance: TSP100_8984, dim: 100, BKS: 7.7704, NN cost: 9.1964, GAP: 18.3516%
[8986/10000] Instance: TSP100_8985, dim: 100, BKS: 7.8177, NN cost: 10.0923, GAP: 29.0947%
[8987/10000] Instance: TSP100_8986, dim: 100, BKS: 7.3805, NN cost: 8.3632, GAP: 13.3155%
[8988/10000] Instance: TSP100_8987, dim: 100, BKS: 7.7615, NN cost: 9.5916, GAP: 23.5793%
[8989/10000] Instance: TSP100_8988, dim: 100, BKS: 7.9208, NN cost: 9.8447, GAP: 24.2892%
[8990/10000] Instance: TSP100_8989, dim: 100, BKS: 7.7740, NN cost: 9.9549, GAP: 28.0538%
[8991/10000] Instance: TSP100_8990, dim: 100, BKS: 7.6774, NN cost: 10.0434, GAP: 30.8179%
[8992/10000] Instance: TSP100_8991, dim: 100, BKS: 7.6279, NN cost: 9.4203, GAP: 23.4979%
[8993/10000] Instance: TSP100_8992, dim: 100, BKS: 7.7993, NN cost: 10.3137, GAP: 32.2388%
[8994/10000] Instance: TSP100_8993, dim: 100, BKS: 7.5537, NN cost: 9.0955, GAP: 20.4113%
[8995/10000] Instance: TSP100_8994, dim: 100, BKS: 8.0701, NN cost: 10.8005, GAP: 33.8342%
[8996/10000] Instance: TSP100_8995, dim: 100, BKS: 7.7691, NN cost: 9.8601, GAP: 26.9151%
[8997/10000] Instance: TSP100_8996, dim: 100, BKS: 7.7139, NN cost: 10.1675, GAP: 31.8074%
[8998/10000] Instance: TSP100_8997, dim: 100, BKS: 7.5177, NN cost: 9.1309, GAP: 21.4576%
[8999/10000] Instance: TSP100_8998, dim: 100, BKS: 7.4485, NN cost: 9.2900, GAP: 24.7236%
[9000/10000] Instance: TSP100_8999, dim: 100, BKS: 8.2022, NN cost: 10.4397, GAP: 27.2785%
[9001/10000] Instance: TSP100_9000, dim: 100, BKS: 7.4244, NN cost: 9.6219, GAP: 29.5993%
[9002/10000] Instance: TSP100_9001, dim: 100, BKS: 7.5999, NN cost: 9.4311, GAP: 24.0947%
[9003/10000] Instance: TSP100_9002, dim: 100, BKS: 7.6799, NN cost: 9.6687, GAP: 25.8972%
[9004/10000] Instance: TSP100_9003, dim: 100, BKS: 7.9155, NN cost: 9.0153, GAP: 13.8944%
[9005/10000] Instance: TSP100_9004, dim: 100, BKS: 7.7580, NN cost: 9.2816, GAP: 19.6390%
[9006/10000] Instance: TSP100_9005, dim: 100, BKS: 7.7295, NN cost: 10.9754, GAP: 41.9927%
[9007/10000] Instance: TSP100_9006, dim: 100, BKS: 7.8936, NN cost: 10.0379, GAP: 27.1660%
[9008/10000] Instance: TSP100_9007, dim: 100, BKS: 7.5303, NN cost: 9.3759, GAP: 24.5085%
[9009/10000] Instance: TSP100_9008, dim: 100, BKS: 7.7611, NN cost: 9.7396, GAP: 25.4922%
[9010/10000] Instance: TSP100_9009, dim: 100, BKS: 7.7236, NN cost: 9.2593, GAP: 19.8833%
[9011/10000] Instance: TSP100_9010, dim: 100, BKS: 7.4813, NN cost: 9.2061, GAP: 23.0549%
[9012/10000] Instance: TSP100_9011, dim: 100, BKS: 7.4971, NN cost: 8.8220, GAP: 17.6720%
[9013/10000] Instance: TSP100_9012, dim: 100, BKS: 7.5192, NN cost: 8.4438, GAP: 12.2974%
[9014/10000] Instance: TSP100_9013, dim: 100, BKS: 7.9741, NN cost: 9.0909, GAP: 14.0054%
[9015/10000] Instance: TSP100_9014, dim: 100, BKS: 7.5913, NN cost: 9.0992, GAP: 19.8638%
[9016/10000] Instance: TSP100_9015, dim: 100, BKS: 7.1950, NN cost: 8.4816, GAP: 17.8828%
[9017/10000] Instance: TSP100_9016, dim: 100, BKS: 7.8168, NN cost: 9.5914, GAP: 22.7022%
[9018/10000] Instance: TSP100_9017, dim: 100, BKS: 7.4822, NN cost: 9.8539, GAP: 31.6985%
[9019/10000] Instance: TSP100_9018, dim: 100, BKS: 7.7721, NN cost: 10.1240, GAP: 30.2607%
[9020/10000] Instance: TSP100_9019, dim: 100, BKS: 7.6046, NN cost: 9.9167, GAP: 30.4036%
[9021/10000] Instance: TSP100_9020, dim: 100, BKS: 7.7620, NN cost: 10.5920, GAP: 36.4594%
[9022/10000] Instance: TSP100_9021, dim: 100, BKS: 7.9689, NN cost: 9.5189, GAP: 19.4509%
[9023/10000] Instance: TSP100_9022, dim: 100, BKS: 7.7567, NN cost: 9.7075, GAP: 25.1496%
[9024/10000] Instance: TSP100_9023, dim: 100, BKS: 8.1821, NN cost: 9.8953, GAP: 20.9385%
[9025/10000] Instance: TSP100_9024, dim: 100, BKS: 8.0083, NN cost: 9.7593, GAP: 21.8647%
[9026/10000] Instance: TSP100_9025, dim: 100, BKS: 8.1530, NN cost: 9.5087, GAP: 16.6286%
[9027/10000] Instance: TSP100_9026, dim: 100, BKS: 7.6568, NN cost: 8.4336, GAP: 10.1454%
[9028/10000] Instance: TSP100_9027, dim: 100, BKS: 7.8411, NN cost: 8.6294, GAP: 10.0541%
[9029/10000] Instance: TSP100_9028, dim: 100, BKS: 7.8737, NN cost: 9.5252, GAP: 20.9750%
[9030/10000] Instance: TSP100_9029, dim: 100, BKS: 7.6533, NN cost: 10.1197, GAP: 32.2266%
[9031/10000] Instance: TSP100_9030, dim: 100, BKS: 7.7001, NN cost: 9.9834, GAP: 29.6533%
[9032/10000] Instance: TSP100_9031, dim: 100, BKS: 7.4994, NN cost: 10.1297, GAP: 35.0741%
[9033/10000] Instance: TSP100_9032, dim: 100, BKS: 7.7342, NN cost: 9.9224, GAP: 28.2921%
[9034/10000] Instance: TSP100_9033, dim: 100, BKS: 7.5051, NN cost: 8.9705, GAP: 19.5249%
[9035/10000] Instance: TSP100_9034, dim: 100, BKS: 7.6731, NN cost: 10.6416, GAP: 38.6869%
[9036/10000] Instance: TSP100_9035, dim: 100, BKS: 7.7189, NN cost: 9.2102, GAP: 19.3202%
[9037/10000] Instance: TSP100_9036, dim: 100, BKS: 7.8146, NN cost: 9.4780, GAP: 21.2859%
